OBJECTID,Shape,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
1148,"(40.858372957000086, -73.88700956899993)",DOE_DYCD345,DOE,TASC,212-374-5472,Supportive Childrens Advocacy Network (SCAN),132912963,212-683-2522,10X045,MS 45,2502,Lorillard Place,Bronx,10458,School,200,No,Yes,No,No,No,Yes,No,Full-time,200,yes,yes,yes,TASC - Supportive Children's Advocacy Network,2502 Lorillard Place,"Bronx, NY 10458"
1149,"(40.829128833000084, -73.85767753599993)",DOE8,DOE,TASC,212-374-5472,"Rainbow After-School Programs, Inc.", ,718-620-6500,08X125,IS 125,1111,Pugsley Avenue,Bronx,10472,School,175,No,Yes,No,No,No,Yes,No,Full-time,175,yes,yes,yes,"TASC - Rainbow After-School Programs, Inc.",1111 Pugsley Avenue,"Bronx, NY 10472"
1150,"(40.692614433000074, -73.95254924099993)",DOE70,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,13K054,PS 54,195,Sanford Street,Brooklyn,11205,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,195 Sanford Street,"Brooklyn, NY 11205"
1151,"(40.891367837000075, -73.83875659499995)",DOE64,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,11X068,PS 68,4011,Monticello Avenue,Bronx,10466,School,40,no,yes,no,no,yes,no,no,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,4011 Monticello Avenue,"Bronx, NY 10466"
1152,"(40.635613929000044, -74.01304425399991)",DYCD575,DYCD,WIA InSchool Youth,212-941-0920,Chinese American Planning Council,136202692,212-941-0920, ,Chinese-American Planning Council/Brooklyn Branch,6220,7th Avenue,Brooklyn,11220,CBO,0,yes,yes,no,no,no,no,yes,Part-time,0,yes,no,no,WIA InSchool Youth - Chinese American Planning Council,6220 7th Avenue,"Brooklyn, NY 11220"
1153,"(40.67841376000007, -73.92023037399991)",DOE60,DOE,TASC,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,16K028,PS 28,1001,Herkimer Street,Brooklyn,11233,School,75,No,Yes,No,No,Yes,No,No,Full-time,75,yes,yes,yes,TASC - YMCA of Greater NY,1001 Herkimer Street,"Brooklyn, NY 11233"
1154,"(40.64574296100005, -73.87998402599993)",DOE_DYCD564,DYCD,WIA InSchool Youth,718-642-2857,Italian American Civil Rights League,112352099,718-642-2857, ,Italian American Civil Rights League,1460,Pennsylvania Avenue,Brooklyn,11239,CBO,150,Yes,Yes,No,No,No,No,Yes,Part-time,150,Yes,Yes,Yes,WIA InSchool Youth - Italian American Civil Rights League,1460 Pennsylvania Avenue,"Brooklyn, NY 11239"
1155,"(40.706849343000044, -73.94551263699992)",DOE68,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,14K250,PS 250,108,Montrose Avenue,Brooklyn,11206,School,55,No,Yes,No,No,Yes,No,No,Full-time,55,yes,yes,yes,Virtual Y - YMCA of Greater NY,108 Montrose Avenue,"Brooklyn, NY 11206"
1156,"(40.85264075900005, -73.86626990899993)",DOE63,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,11X105,PS 105,725,Brady Avenue,Bronx,10462,School,160,No,Yes,No,No,Yes,No,No,Full-time,160,yes,yes,yes,Virtual Y - YMCA of Greater NY,725 Brady Avenue,"Bronx, NY 10462"
1157,"(40.673066851000044, -73.9198582329999)",DOE_DYCD321,DOE,TASC,212-374-5472,Ralph - Lincoln Service Center,112508257,718-604-1358,17K012,PS 12,430,Howard Avenue,Brooklyn,11233,School,180,No,Yes,No,No,Yes,No,No,Full-time,180,yes,yes,yes,TASC - Ralph - Lincoln Service Center,430 Howard Avenue,"Brooklyn, NY 11233"
1158,"(40.789528500000074, -73.96800119699992)",DOE_DYCD327,DOE,TASC,212-374-5472,Stryker's Bay Neighborhood Council, ,212-874-7272,03M084,PS 84,32,West 92nd Street,Manhattan,10025,School,200,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,TASC - Stryker's Bay Neighborhood Council,32 West 92nd Street,"Manhattan, NY 10025"
1159,"(40.61588595300009, -73.91251537199992)",DYCD635,DYCD,OST,800-246-4646,Bergen Basin Community Development Corp., ,(917) 952-0213,22K236,PS 236 MILL BASIN (K236),6302,AVENUE U,Brooklyn,11234,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Bergen Basin Comm. Development Corp.,6302 Avenue U,"Brooklyn, NY 11234"
1160,"(40.581022449000045, -73.83145233399995)",DYCD636,DYCD,OST,800-246-4646,Bergen Basin Community Development Corp., ,(917) 626-4703,27Q225,PS 225 SEASIDE (Q225),1-90,BEACH 110 STREET,Queens,11694,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Bergen Basin Comm. Development Corp.,1-90 Beach 110 Street,"Queens, NY 11694"
1161,"(40.63552650500009, -73.88643514499995)",DYCD637,DYCD,OST,800-246-4646,Bergen Basin Community Development Corp.,113112635,(917) 968-2254,18K272,Bayview Community Center (PS 272 Temporary),101-24,Seaview Avenue,Brooklyn,11236,school,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - Bergen Basin Comm. Development Corp.,101-24 Seaview Avenue,"Brooklyn, NY 11236"
1162,"(40.63127889600008, -73.92386715799995)",DYCD638,DYCD,OST,800-246-4646,Bergen Beach Youth Organization, ,718-531-6600,22K251,PS 251 PAEDERGAT (K251),1037,EAST 54 STREET,Brooklyn,11234,School,140,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,140,Yes,Yes,Yes,OST - Bergen Beach Youth Organization,1037 East 54 Street,"Brooklyn, NY 11234"
1163,"(40.626023984000085, -73.93881441799994)",DYCD639,DYCD,OST,800-246-4646,Bergen Beach Youth Organization, ,718-531-6600,22K119,PS 119 AMERSFORT (K119),3829,AVENUE K,Brooklyn,11210,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Bergen Beach Youth Organization,3829 Avenue K,"Brooklyn, NY 11210"
1164,"(40.61370855000007, -73.93017631999993)",DYCD640,DYCD,OST,800-246-4646,Bergen Beach Youth Organization, ,(917) 533-3784,22K207,PS 207 ELIZABETH G. LEARY (K207),4011,FILLMORE AVENUE,Brooklyn,11234,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Bergen Beach Youth Organization,4011 Fillmore Avenue,"Brooklyn, NY 11234"
1165,"(40.756107298000074, -73.86870009599994)",DYCD654,DYCD,OST,800-246-4646,Coalition for Hispanic Family Services, ,(646) 209-9841,30Q092,PS 092 HARRY T STEWART SR. (Q092),99-01,34 AVENUE,Queens,11368,School,60,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,60,Yes,Yes,Yes,OST - Coalition For Hispanic Family Services,99-01 34 Avenue,"Queens, NY 11368"
1166,"(40.68937585700007, -73.87309551399994)",DYCD655,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,(718) 235-2345,19K007,PS 007 ABRAHAM LINCOLN (K007),858,Jamaica Avenue,Brooklyn,11208,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,yes,yes,yes,OST - Cypress Hills Local Dev.,858 Jamaica Avenue,"Brooklyn, NY 11208"
1167,"(40.703837010000086, -73.91202498399991)",DYCD668,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-456-5437,24Q081,PS 081 JEAN PAUL RICHTER (Q081),559,Cypress Avenue,Queens,11385,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,yes,yes,yes,OST - Greater Ridgewood Youth Council,559 Cypress Avenue,"Queens, NY 11385"
1168,"(40.71639673100009, -73.9039193559999)",DYCD669,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-456-5437,24Q153,PS 153 MASPETH ELEM (Q153),60-02,60 LANE,Queens,11378,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Greater Ridgewood Youth Council,60-02 60 Lane,"Queens, NY 11378"
1169,"(40.70407224600007, -73.89642264499992)",DYCD670,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-456-5437,24Q088,PS 088 SENECA (Q088),60-85,CATALPA AVENUE,Queens,11385,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Greater Ridgewood Youth Council,60-85 Catalpa Avenue,"Queens, NY 11385"
1170,"(40.748913068000036, -74.0021045869999)",DYCD671,DYCD,OST,800-246-4646,Hudson Guild,135562989,212-760-9800, ,Hudson Guild Education Center,447,West 25 Street,Manhattan,10001,Center,60,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,60,Yes,Yes,Yes,OST - Hudson Guild,447 West 25 Street,"Manhattan, NY 10001"
1171,"(40.69522901400006, -73.98562714799994)",DYCD672,DYCD,OST,800-246-4646,"Imani House, Inc.", ,718-638-2059,13K605,George Westinghouse Career & Tech. Ed. High School,105,Tech Place,Brooklyn,11201,School,39,Yes,Yes,unknown,unknown,No,No,Yes,Part-time,39,No,No,No,OST - Imani House,105 Tech Place,"Brooklyn, NY 11201"
1172,"(40.861095410000075, -73.86899299999993)",DOE46,DOE,TASC,212-374-5472,Neighborhood Initiatives Development Corporation, ,718-231-9800,11X096,Richard Rodgers ES,650,Waring Avenue,Bronx,10467,school,150,no,yes,no,no,no,yes,no,Full-time,150,yes,yes,yes,TASC - Neighborhood Initiatives Dev.,650 Waring Avenue,"Bronx, NY 10467"
1173,"(40.84036034400009, -73.91575669699995)",DOE_DYCD389,DOE,TASC,212-374-5472,"New Settlement Apartments/The Crenulated Co., Ltd.",141719016,718-716-8000,09X064,CES 64,1425,Walton Avenue,Bronx,10452,School,300,No,Yes,No,No,Yes,No,No,Full-time,300,yes,yes,yes,TASC - New Settlement Apartments/The Crenulated Co.,1425 Walton Avenue,"Bronx, NY 10452"
1174,"(40.84832341100008, -73.90365026299992)",DOE_DYCD324,DOE,TASC,212-374-5472,New York City Mission Society,135562301,212-674-3500,09X028,CES 28,1861,Anthony Avenue,Bronx,10457,School,555,No,Yes,No,No,Yes,No,No,Full-time,555,yes,yes,yes,TASC - NY City Mission Society,1861 Anthony Avenue,"Bronx, NY 10457"
1175,"(40.822139150000055, -73.8943804569999)",DOE_DYCD572,DYCD,WIA InSchool Youth,718-589-1510,Simpson Street Development Association,133082529,718-589-1510,12X216,I.S. 217,977,Fox Street,Bronx,10459,School,25,Yes,Yes,No,No,No,No,Yes,Full-time,25,Yes,No,No,WIA InSchool Youth - Simpson Street Dev. Association,977 Fox Street,"Bronx, NY 10459"
1176,"(40.781251345000044, -73.94513220999994)",DOE_DYCD528,DYCD,WIA InSchool Youth,212-360-7620,Stanley M. Isaacs Neighborhood Center,132572034,212-360-7620, ,Stanley M. Isaacs Neighborhood Ctr.,415,East 93rd Street,Manhattan,10128,CBO,62,Yes,Yes,No,No,No,No,Yes,Part-time,62,Yes,Yes,Yes,WIA InSchool Youth - Stanley M. Isaacs Neighborhood Center,415 East 93rd Street,"Manhattan, NY 10128"
1177,"(40.816137591000086, -73.91673685799992)",DOE_DYCD544,DYCD,WIA InSchool Youth,718-292-3113,South Bronx Overall Economic Development,132736022,718-292-3113, ,South Bronx Overall Economic Dev.,555,Bergen Avenue,Bronx,10455,CBO,200,Yes,Yes,No,No,No,No,Yes,Part-time,200,Yes,No,No,WIA InSchool Youth - South Bronx Overall Economic Dev.,555 Bergen Avenue,"Bronx, NY 10455"
1178,"(40.65117843100006, -74.00935759099991)",DOE_DYCD545,DYCD,WIA InSchool Youth,516-671-1253,SCO Family of Services,112777066,516-671-1253, ,SCO Family Services/Ctr. for Family Life,345,43rd Street,Brooklyn,11232,CBO,38,Yes,Yes,No,No,No,No,Yes,Part-time,38,Yes,No,No,WIA InSchool Youth - SCO Family of Services/Ctr for Family Life,345 43rd Street,"Brooklyn, NY 11232"
1179,"(40.79019480300008, -73.94410861299991)",DYCD624,DYCD,WIA InSchool Youth,212-828-6018,Union Settlement Association, ,212-828-6018,04M495,Park East Alternative HS,230,East 105th Street,Manhattan,10029,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Union Settlement Association,230 East 105th Street,"Manhattan, NY 10029"
1180,"(40.65091055000005, -73.94439215199992)",DYCD616,DYCD,WIA InSchool Youth,718-693-0500,"Sesame Flyers International, Inc.",112692485,718-693-0500, ,Sesame Flyers International,3510,Church Avenue,Brooklyn,11203,CBO,0,Yes,Yes',No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Sesame Flyers International,3510 Church Avenue,"Brooklyn, NY 11203"
1181,"(40.745100223000065, -73.92560815899992)",DYCD621,DYCD,WIA InSchool Youth,718-784-6173,Sunnyside Community Services, ,718-784-6173, ,Sunnyside Community Services,43-31,39th Street,Queens,11104,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,Yes,Yes,WIA InSchool Youth - Sunnyside Community Service,43-31 39th Street,"Queens, NY 11104"
1182,"(40.84555429000005, -73.9400224499999)",DOE72,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,06M173,PS 173,306,Fort Washington Avenue,Manhattan,10033,School,40,no,Yes,No,No,yes,No,no,Part-time,40,Yes,yes,yes,Virtual Y - YMCA of Greater NY,306 Ft. Washington Avenue,"Manhattan, NY 10033"
1183,"(40.674129391000065, -73.95133804999995)",DYCD612,DYCD,WIA InSchool Youth,718-270-6908,Research Foundation/ Medgar Evers College,131988190,718-270-6908,17K138,PS 138,760,Prospect Place,Brooklyn,11216,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Research Foundation/ Medgar Evers,760 Prospect Place,"Brooklyn, NY 11216"
1184,"(40.764986316000034, -73.82679166999992)",DYCD620,DYCD,WIA InSchool Youth,718-786-7110,"Sports And Arts In Schools Foundation, Inc.",113112635,718-786-7110,25Q460,Flushing HS,35-01,Union Street,Queens,11354,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Sports and Arts In Schools Foundation,35-01 Union Street,"Queens, NY 11354"
1185,"(40.636812131000056, -74.11722414399992)",DYCD625,DYCD,WIA InSchool Youth,718-987-8111,"United Activities Unlimited, Inc.",132921483,718-987-8111,31R018,PS 18,221,Broadway,Staten Island,10310,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - United Activities Unlimited,221 Broadway,"Staten Island, NY 10310"
1186,"(40.64921557300005, -74.0117077139999)",DYCD613,DYCD,WIA InSchool Youth,516-671-1253,SCO Family of Services,112777066,516-671-1253,15K001,Bergen Elementary School,309,47th Street,Brooklyn,11220,school,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - SCO Family of Services,309 47th Street,"Brooklyn, NY 11220"
1187,"(40.63521596500004, -73.91078241199995)",DYCD617,DYCD,WIA InSchool Youth,718-693-0500,"Sesame Flyers International, Inc.",112692485,718-693-0500,18K068,IS 68,956,East 82nd Street,Brooklyn,11236,School,0,Yes,Yes,No,No,No,No,Yes',Full-time,0,Yes,No,No,WIA InSchool Youth - Sesame Flyers International,956 East 82nd Street,"Brooklyn, NY 11236"
1188,"(40.68503160500006, -73.98299433699992)",DOE69,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,15K038,PS 38,450,Pacific Street,Brooklyn,11217,School,150,No,yes,no,no,yes,no,no,Full-time,150,yes,yes,yes,Virtual Y - YMCA of Greater NY,450 Pacific Street,"Brooklyn, NY 11217"
1189,"(40.79500497100008, -73.93845228599992)",DOE71,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,04M102,PS 102,315,East 113th Street,Manhattan,10029,School,60,no,yes,no,no,yes,no,no,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,315 East 113th Street,"Manhattan, NY 10029"
1190,"(40.73868364000003, -73.8239269849999)",DYCD578,DYCD,WIA InSchool Youth,212-941-0920,Chinese American Planning Council,136202692,212-941-0920,25Q425,John Bowne HS,63-25,Main Street,Queens,11367,School,0,yes,yes,no,no,no,no,yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Chinese American Planning Council,63-25 Main Street,"Queens, NY 11367"
1191,"(40.761530804000074, -73.83004002599995)",DYCD577,DYCD,WIA InSchool Youth,212-941-0920,Chinese American Planning Council,136202692,212-941-0920, ,Chinese American Planning Council,136-26,37th Avenue,Queens,11354,CBO,0,yes,yes,no,no,no,no,yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Chinese American Planning Council,136-26 37th Avenue,"Queens, NY 11354"
1192,"(40.70916757700007, -73.94392647199993)",DYCD536,DYCD,OST,800-246-4646,St. Nicholas Neighborhood Preservation Corporation,510192170,718-388-5454, ,Williamsburg Comm. Ctr.,195,Graham Avenue,Brooklyn,11206,center,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - St. Nicholas Neighborhood Preservation,195 Graham Avenue,"Brooklyn, NY 11206"
1193,"(40.755594887000086, -73.94451291099995)",DOE_DYCD543,DYCD,WIA InSchool Youth,718-784-7447,Jacob A. Riis Neighborhood Settlement House,111729398,718-784-7447, ,Jacob A. Riis Neighborhood Settlement House,10-25,41st Avenue,Queens,11101,CBO,50,Yes,Yes,No,No,No,No,Yes,Part-time,50,Yes,No,No,WIA InSchool Youth - Jacob A. Riis Neighborhood,10-25 41st Avenue,"Queens, NY 11101"
1194,"(40.63539662000005, -73.90376480799995)",DYCD596,DYCD,WIA InSchool Youth,212-227-1000,National Society for Hebrew Day Schools,135564128,212-227-1000, ,Yeshiva Rtzahd,8700,Avenue K,Brooklyn,11236,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - National Society for Hebrew Day Schools,8700 Avenue K,"Brooklyn, NY 11236"
1195,"(40.821270413000036, -73.94077547099994)",DYCD587,DYCD,WIA InSchool Youth,212-534-0700,Harlem Children's Zone,237112974,212-534-0700,05M194,PS 194,244,West 144th Street,Manhattan,10030,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - Harlem Children's Zone,244 West 144th Street,"Manhattan, NY 10030"
1196,"(40.593684850000045, -73.98613135399995)",DYCD592,DYCD,WIA InSchool Youth,718-449-5000,Jewish Comm. Council of Greater Coney Island, ,718-449-5000,21K400,Lafayette HS,2630,Benson Avenue,Brooklyn,11214,school,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Jewish Comm. Council of Greater Coney Island,2630 Benson Avenue,"Brooklyn, NY 11214"
1197,"(40.77827215900004, -73.94919038199993)",DYCD648,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,(212) 876-0500, ,CAS-Rhinelander,350,East 88th Street,Manhattan,10128,Center,100,No,Yes,unknown,unknown,Yes,Yes,Yes,Part-time,100,No,No,No,OST - Childrens Aid Society,350 East 88th Street,"Manhattan, NY 10128"
1198,"(40.593684850000045, -73.98613135399995)",DYCD629,DYCD,OST,800-246-4646,Alliance of Guardian Angels, ,212-223-8868,21K400,Lafayette High School,2630,Benson Avenue,Brooklyn,11214,school,100,no,yes,unknown,unknown,no,no,yes,Part-time,100,yes,yes,yes,OST - Alliance of Guardian Angels,2630 Benson Avenue,"Brooklyn, NY 11214"
1199,"(40.684239587000036, -73.9953659439999)",DYCD630,DYCD,OST,800-246-4646,"American Italian Coalition of Organizations, Inc.", ,(718) 855-1778, ,Amico Court Street Children,292,Court Street,Brooklyn,11231,Center,30,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,30,Yes,Yes,Yes,OST - American Italian Coalition of Orgs.,292 Court Street,"Brooklyn, NY 11231"
1200,"(40.82036452700004, -73.9521111439999)",DYCD631,DYCD,OST,800-246-4646,"Aspira of New York, Inc.",136204790,(646) 232-5366,06M325,PS 325 (M325),500,WEST 138 STREET,Manhattan,10031,School,135,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,135,Yes,Yes,Yes,OST - Aspira of NY,500 West 138th Street,"Manhattan, NY 10031"
1201,"(40.645926829000075, -73.88299750199991)",DYCD632,DYCD,OST,800-246-4646,Be'er Hagolah Institutes,112501388,718-642-6800, ,Be'er Hagolah Institutes,671,Louisiana Avenue,Brooklyn,11239,center,170,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,170,Yes,Yes,Yes,OST - Be'er Hagolah Institutes,671 Louisiana Avenue,"Brooklyn, NY 11239"
1202,"(40.77476340700008, -73.98694858099992)",DYCD680,DYCD,OST,800-246-4646,"Lincoln Square Neighborhood Center, Inc.", ,212-874-0860, ,Amsterdam Addition,250,West 65th Street,Manhattan,10023,NYCHA,60,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,60,Yes,Yes,Yes,OST - Lincoln Square Neighborhood Center,250 West 65th Street,"Manhattan, NY 10023"
1203,"(40.83197879000005, -73.8785045649999)",DOE31,DOE,TASC,212-374-5472,New York City Mission Society,135562301,212-674-3500,12X690,Monroe Academy HS690/692,1300,Boynton Avenue,Bronx,10472,School,600,No,Yes,No,No,No,No,Yes,Full-time,600,yes,yes,yes,TASC - NY City Mission Society,1300 Boynton Avenue,"Bronx, NY 10472"
1204,"(40.69679399600005, -73.91196657799992)",DOE_DYCD415,DOE,TASC,212-374-5472,Research Foundation of CUNY/BC Community Partnership,131988190,212-417-8363,32K480,Bushwick HS,400,Irving Avenue,Brooklyn,11236,School,300,No,Yes,No,No,No,No,Yes,Full-time,300,yes,yes,yes,TASC - Research Foundation of CUNY/BC Comm. Partnership,400 Irving Avenue,"Brooklyn, NY 11237"
1205,"(40.64820374800007, -73.94590325399992)",DOE_DYCD418,DOE,TASC,212-374-5472,Research Foundation of CUNY/Medgar Evers College,131988190,212-417-8363,17K181,PS 181,1023,New York Avenue,Brooklyn,11203,School,200,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,TASC - Research Foundation of CUNY/Medgar Evers College,1023 New York Avenue,"Brooklyn, NY 11203"
1206,"(40.674129391000065, -73.95133804999995)",DOE_DYCD417,DOE,TASC,212-374-5472,Research Foundation of CUNY/Medgar Evers College,131988190,212-417-8363,17K138,PS 138,760,Prospect Place,Brooklyn,11216,School,175,No,Yes,No,No,Yes,No,No,Full-time,175,yes,yes,yes,TASC - Research Foundation of CUNY/Medgar Evers College,760 Prospect Place,"Brooklyn, NY 11216"
1207,"(40.706849343000044, -73.94551263699992)",DOE_DYCD387,DOE,TASC,212-374-5472,St. Nicholas Neighborhood Preservation,510192170,718-388-5454,14K250,PS 250,108,Montrose Avenue,Brooklyn,11206,School,150,No,Yes,No,No,Yes,No,No,Full-time,150,yes,yes,yes,TASC - St. Nicholas Neighborhood Preservation,108 Montrose Avenue,"Brooklyn, NY 11206"
1208,"(40.79143034500004, -73.97099699699993)",DOE48,DOE,TASC,212-374-5472,Police Athletic League,135596811,212-477-4792,03M333,PS/MS 333,154,West 93rd Street,Manhattan,10025,School,1350,no,yes,no,no,yes,yes,no,Full-time,1350,yes,yes,yes,TASC - Police Athletic League,154 West 93rd Street,"Manhattan, NY 10025"
1209,"(40.78502375100004, -73.95003742599994)",DOE_DYCD306,DOE,TASC,212-374-5472,Stanley M. Isaacs Neighborhood Center,132572034,212-360-7620,02M198,PS 198,1700,3rd Avenue,Manhattan,10128,School,180,No,Yes,No,No,Yes,No,No,Full-time,180,yes,yes,yes,TASC - Stanley M. Isaacs Neighborhood Center,1700 3rd Avenue,"Manhattan, NY 10128"
1210,"(40.73973265200004, -73.92629881599993)",DOE_DYCD379,DOE,TASC,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q199,PS 199,39-20,48th Avenue,Queens,11104,School,150,No,Yes,No,No,Yes,No,No,Full-time,150,yes,yes,yes,TASC - Sunnyside Comm. Services,39-20 48th Avenue,"Queens, NY 11104"
1211,"(40.83489846400005, -73.92329125099991)",DOE_DYCD376,DOE,TASC,212-374-5472,Supportive Childrens Advocacy Network (SCAN),132912963,212-683-2522,09X114,PS 114,1155,Cromwell Avenue,Bronx,10452,School,200,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,TASC - SCAN,1155 Cromwell Avenue,"Bronx, NY 10452"
1212,"(40.68003887700007, -73.8385030629999)",DOE53,DOE,TASC,212-374-5472,South Asian Youth Action (SAYA!), ,718-651-3484,27Q480,John Adams HS,101-01,Rockaway Boulevard,Queens,11417,School,80,no,yes,no,no,no,no,yes,Full-time,80,yes,yes,yes,TASC - South Asian Youth Action (SAYA!),101-01 Rockaway Boulevard,"Queens, NY 11417"
1213,"(40.745633104000035, -73.72812031299992)",DOE51,DOE,TASC,212-374-5472,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q266,PS/IS 266Q,74-10,Commonwealth Boulevard,Queens,11426,school,0,no,yes,no,no,yes,yes,no,Full-time,0,yes,yes,yes,TASC - Samuel Field YM & YWHA,74-10 Commonwealth Boulevard,"Queens, NY 11426"
1214,"(40.822139150000055, -73.8943804569999)",DOE15,DOE,TASC,212-374-5472,South Bronx Overall Economic Development (SOBRO),132736022,718-590-5814,12X216,IS 216/217,977,Fox Street,Bronx,10459,School,150,No,Yes,No,No,No,Yes,No,Full-time,150,yes,yes,yes,TASC - SOBRO,977 Fox Street,"Bronx, NY 10459"
1215,"(40.860317673000054, -73.8603057389999)",DOE32,DOE,TASC,212-374-5472,South Bronx Overall Economic Development (SOBRO),132736022,718-590-5814,11X415,Columbus HS,925,Astor Avenue,Bronx,10469,School,0,No,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,TASC - SOBRO,925 Astor Avenue,"Bronx, NY 10469"
1216,"(40.846202668000046, -73.89897511399994)",DOE55,DOE,TASC,212-374-5472,Supportive Childrens Advocacy Network (SCAN),132912963,212-683-2522,09X058,PS 58,459,East 176th Street,Bronx,10457,school,200,no,yes,no,no,yes,no,no,Full-time,200,yes,yes,yes,TASC - Supportive Children's Advocacy Network,459 East 176th Street,"Bronx, NY 10457"
1217,"(40.608297281000034, -74.10203648099991)",DOE49,DOE,TASC,212-374-5472,"Police Athletic League, Inc.",135596811,212-477-9450,31R080,Michael J. Petrides School,715,Ocean Terrace,Staten Island,10301,school,125,no,yes,no,no,yes,yes,yes,Full-time,125,yes,yes,yes,TASC - Police Athletic League,715 Ocean Terrace,"Staten Island, NY 10301"
1218,"(40.71135895800006, -73.98554548499993)",DOE_DYCD394,DOE,TASC,212-374-5472,University Settlement Society of New York,135562374,212-674-9120,01M137,PS 137,327,Cherry Street,Manhattan,10002,School,200,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,TASC - University Settlement Society of NY,327 Cherry Street,"Manhattan, NY 10002"
